"module"
"SAPLOIJ_EL_B"
"SAPLOIJ_NOM_SIM"
"SAPLOIJ_REQ"
"SAPLORFC"
"SAPLPC00"
"SAPLPRGN_EXCHANGE"
"SAPLPRGN_STRUCTURE"
"SAPLQEVT"
"SAPLQOWK"
"SAPLRHWR"
"SAPLSALA"
"SAPLSALC"
"SAPLSALT"
"SAPLSALU"
"SAPLSBAL_DB_INTERNAL"
"SAPLSCMS_R3DB"
"SAPLSCSMBK"
"SAPLSCSMBK_MDATA_OUT"
"SAPLSCSMROUTE"
"SAPLSCSM_BI_UTIL_FUNCTIONS"
"SAPLSCSM_BTC_JOB_MONITORING"
"SAPLSCSM_COLLECTOR"
"SAPLSCSM_DOWNTIME"
"SAPLSCTS_SYSTEM_CONTEXT"
"SAPLSDB5"
"SAPLSDBO"
"SAPLSDBORA3"
"SAPLSDBT"
"SAPLSDCI"
"SAPLSDCL"
"SAPLSDC_MODEL"
"SAPLSDO0"
"SAPLSDOD"
"SAPLSDOK_UPDTSK"
"SAPLSEDA"
"SAPLSEOO"
"SAPLSEUAX"
"SAPLSEU_COMPONENT"
"SAPLSEWB_CONTROL"
"SAPLSFRM"
"SAPLSHI1"
"SAPLSHI2"
"SAPLSHI25"
"SAPLSHI6"
"SAPLSKOM"
"SAPLSLIM_CNT"
"SAPLSMTR_NAVIGATION_MODULES"
"SAPLSNR2"
"SAPLSNR3"
"SAPLSOMS"
"SAPLSORA"
"SAPLSPIAGRTL"
"SAPLSPOC"
"SAPLSPOR"
"SAPLSPRI"
"SAPLSPRR"
"SAPLSRMPROTOCOL"
"SAPLSRMREGMAIN"
"SAPLSRMREG_AREA"
"SAPLSRMREG_SP"
"SAPLSTAM"
"SAPLSTD4"
"SAPLSTD9"
"SAPLSTLG"
"SAPLSTUB"
"SAPLSTUJ"
"SAPLSTUW"
"SAPLSTXD"
"SAPLSTXS"
"SAPLSUG2"
"SAPLSUU1"
"SAPLSWDB_RUNTIME"
"SAPLSWF_TRC_DIALOG"
"SAPLSWW_SRV"
"SAPLSYDB"
"SAPLSZA0"
"SAPLSZA13"
"SAPLTRDVC"
"SAPLV03C"
"SAPLV08D"
"SAPLV45I"
"SAPLV45M"
"SAPLV45U"
"SAPLV61A"
"SAPLV61B"
"SAPLV61Z"
"SAPLVBAK"
"SAPLVCOM"
"SAPLWY01"
"SAPLWY06"
"SAPLWY09"
"SAPLWY20"
"SAPLXM06"
"SAPLZSMT_SOURCE"
"SAPLZSM_SHIPTO"
"SAPLZSM_STO"
"SAPLZSR_BBP_PR_INBOUND"
"SAPLZSR_MAP_RFC_DES"
"SAPLZSR_SOURCING"
"SAPLZSV_SO2PO"
"SAPLZ_MM_MISCELLANEOUS"
"SAPLZ_SRM"
"SAPMHTTP"
"SAPMM06E"
"SAPMS07A"
"SAPMSSY1"
"SAPMSSY2"
"SAPMSSY6"
"SAPMSSY8"
"SAPMSSYD"
"SAPRFCSL"
"SAPRSEUT"
"SCMS_R3DB_SUB"
"SRT_CCMS_DATA_COLLECTOR"
"SRT_SEQ_DELETE_TERM_SEQUENCES"
"SRT_UTIL_CLEANUP"
"W3_INIT_W3CROSS"
"ZCLSR_PO_INBOUND_BADI========="
"ZCL_IM_BBP_BADI_EXTREQ_OUT===="
"ZPST_CREATE_POS_EC"
"ZSRI_BBP_EXTREQ_TRANSFER"
"ZZBUS2012"
"dw.sapZR1_D01"
"dw.sapZR1_DVEBMGS00"
